Name,Jname,Glitch #,Time of glitch (MJD),Error in time (days),dF/F (10^-9),Error in dF/F (10^-9),dF1/F1 (10^-3),Error in dF1/F1 (10^-3),Galactic Longitude (deg),Galactic Latitude (deg),RA (deg),dec (deg),P0 (s),P1,F0 (Hz),F1 (Hz/s),F2 (Hz/s^2),Distance (kpc),Age (yrs),dF0 (Hz),dF1 (Hz/s)
B1338-62,J1341-6220,9,50008.0,16,1648.0,3,3.3,0.4,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,8523.855190096,-2.2340999999999996e-11
B1338-62,J1341-6220,10,50322.0,1,30.0,1,0.6,0.1,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,155.16726681,-4.0619999999999995e-12
B1338-62,J1341-6220,11,50529.0,1,23.0,1,1.0,0.4,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,118.961571221,-6.77e-12
B1338-62,J1341-6220,12,50683.0,13,708.0,1,1.2,0.3,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,3661.947496716,-8.123999999999999e-12
B1338-62,J1341-6220,17,52788.0,17,219.2,0.2,-8.3,0.3,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,1133.7554961583999,5.6191000000000004e-11
B1338-62,J1341-6220,20,54128.0,16,194.0,0.8,5.0,0.1,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,1003.414992038,-3.385e-11
B1338-62,J1341-6220,24,55484.0,11,2.4,0.3,0.49,0.01,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,12.4133813448,-3.3172999999999996e-12
B1338-62,J1341-6220,25,55835.0,7,329.0,0.4,0.98,0.02,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,1701.667692683,-6.634599999999999e-12
B1338-62,J1341-6220,26,56098.0,12,151.2,0.4,0.22,0.04,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,782.0430247223999,-1.4893999999999999e-12
B1338-62,J1341-6220,29,56602.0,12,1709.7,0.3,1.06,0.1,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,8842.9825355019,-7.1762e-12
B1338-62,J1341-6220,30,57357.0,9,28.7,0.7,0.25,0.09,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,148.4433519149,-1.6925e-12
B1338-62,J1341-6220,31,57492.0,1,21.7,0.1,0.8,0.1,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,112.23765632589999,-5.416e-12
B1338-62,J1341-6220,32,57647.0,13,706.0,1,0.77,0.09,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,3651.603012262,-5.2129e-12
J1357-6429,J1357-6429,1,52021.0,8,2428.0,1,6.3,0.1,309.923,-2.5140000000000002,209.26012,-64.49172,0.166108328,3.60E-13,6.020167773,-1.31e-11,1.16E-21,3.1,7.31E+03,14616.967352844,-8.253e-11
J1357-6429,J1357-6429,2,54803.0,17,1752.0,7,2.8,2.8,309.923,-2.5140000000000002,209.26012,-64.49172,0.166108328,3.60E-13,6.020167773,-1.31e-11,1.16E-21,3.1,7.31E+03,10547.333938296,-3.6679999999999996e-11
J1357-6429,J1357-6429,3,55576.0,10,4860.0,3,14.7,0.8,309.923,-2.5140000000000002,209.26012,-64.49172,0.166108328,3.60E-13,6.020167773,-1.31e-11,1.16E-21,3.1,7.31E+03,29258.01537678,-1.9257e-10
J1357-6429,J1357-6429,4,57795.0,22,2250.0,11,7.0,2,309.923,-2.5140000000000002,209.26012,-64.49172,0.166108328,3.60E-13,6.020167773,-1.31e-11,1.16E-21,3.1,7.31E+03,13545.37748925,-9.17e-11
J1406-6121,J1406-6121,1,56193.0,10,143.5,1.6,2.0,4,311.841,0.203,211.7085,-61.35775,0.213074654,5.47E-14,4.693190777,-1.2e-12,*,7.292,6.17E+04,673.4728764995,-2.4e-12
J1410-6132,J1410-6132,1,54652.0,19,272.6,0.5,-3.31,0.05,312.195,-0.092,212.598296,-61.535596999999996,0.050051946,3.20E-14,19.979243,-1.28e-11,*,13.51,2.48E+04,5446.341641800001,4.2368e-11
J1412-6145,J1412-6145,1,51868.0,10,7253.0,3,18.0,2,312.324,-0.366,213.0318,-61.757909999999995,0.315258433,9.90E-14,3.172000791,-9.96e-13,6.40E-24,7.097,5.04E+04,23006.521737123,-1.7928e-11
J1413-6141,J1413-6141,3,51796.3,0.4,59.7,0.4,-0.3,0,312.462,-0.337,213.2911,-61.6869,0.28562462,3.33E-13,3.501098748,-4.09e-12,*,8.469,1.36E+04,209.0155952556,1.227e-12
J1413-6141,J1413-6141,4,52092.0,53,811.0,2,0.3,0.6,312.462,-0.337,213.2911,-61.6869,0.28562462,3.33E-13,3.501098748,-4.09e-12,*,8.469,1.36E+04,2839.391084628,-1.227e-12
J1413-6141,J1413-6141,7,54286.0,18,2409.8,1.1,0.4,0.4,312.462,-0.337,213.2911,-61.6869,0.28562462,3.33E-13,3.501098748,-4.09e-12,*,8.469,1.36E+04,8436.9477629304,-1.6359999999999999e-12
J1420-6048,J1420-6048,1,51600.0,77,1146.2,30,3.8,0.1,313.541,0.22699999999999998,215.03432,-60.804559999999995,0.068179877,8.32E-14,14.66708434,-1.79e-11,*,5.632,1.30E+04,16811.412070508002,-6.802e-11
J1420-6048,J1420-6048,2,52754.0,16,2019.0,13,6.6,0.9,313.541,0.22699999999999998,215.03432,-60.804559999999995,0.068179877,8.32E-14,14.66708434,-1.79e-11,*,5.632,1.30E+04,29612.843282460002,-1.1814e-10
J1420-6048,J1420-6048,3,53725.0,9,1270.0,4,3.9,0.3,313.541,0.22699999999999998,215.03432,-60.804559999999995,0.068179877,8.32E-14,14.66708434,-1.79e-11,*,5.632,1.30E+04,18627.1971118,-6.981e-11
J1420-6048,J1420-6048,4,54652.0,20,937.1,0.3,2.95,0.01,313.541,0.22699999999999998,215.03432,-60.804559999999995,0.068179877,8.32E-14,14.66708434,-1.79e-11,*,5.632,1.30E+04,13744.524735014002,-5.2805000000000005e-11
J1420-6048,J1420-6048,6,56267.0,6,1954.2,0.3,5.7,0.2,313.541,0.22699999999999998,215.03432,-60.804559999999995,0.068179877,8.32E-14,14.66708434,-1.79e-11,*,5.632,1.30E+04,28662.416217228,-1.0203000000000001e-10
J1420-6048,J1420-6048,7,57210.0,8,1210.0,2,9.0,7,313.541,0.22699999999999998,215.03432,-60.804559999999995,0.068179877,8.32E-14,14.66708434,-1.79e-11,*,5.632,1.30E+04,17747.1720514,-1.6110000000000002e-10
B1449-64,J1453-6413,1,54552.0,4,0.3,0.02,0.6,0.1,315.733,-4.427,223.3861,-64.221111,0.179486804,2.74E-15,5.571440214,-8.52e-14,2.20E-25,2.8,1.04E+06,1.6714320642,-5.112e-14
J1452-6036,J1452-6036,1,55055.22,0.04,29.0,0.2,0.19,0,317.296,-1.169,223.21618700000002,-60.608731000000006,0.154992192,1.45E-15,6.451937925,-6.04e-14,*,6.135,1.69E+06,187.106199825,-1.1476e-14
J1524-5625,J1524-5625,1,55745.0,7,2977.0,0.7,15.5,0.9,323.0,0.35100000000000003,231.20775,-56.42316999999999,0.078218549,3.90E-14,12.78469128,-6.37e-12,*,3.378,3.18E+04,38060.02594056,-9.8735e-11
B1508+55,J1509+5531,1,41732.0,58,0.2,0.1,-6.0,1,91.325,52.287,227.35679080000003,55.525665000000004,0.739681923,5.00E-15,1.351932458,-9.14e-15,5.16E-26,2.1,2.34E+06,0.2703864916,5.4839999999999997e-14
B1530+27,J1532+2745,1,49732.0,3,0.29,0.04,-1.0,2,43.481,54.495,233.0431858,27.7637842,1.124835743,7.80E-16,0.889018691,-6.16e-16,*,1.695,2.29E+07,0.25781542039,6.16e-16
J1531-5610,J1531-5610,1,51731.0,51,2637.0,11,25.0,10,323.897,0.033,232.86625,-56.18204,0.084206064,1.38E-14,11.87562928,-1.95e-12,1.37E-23,2.841,9.67E+04,31316.03441136,-4.875e-11
B1535-56,J1539-5626,1,48165.0,15,2793.0,1,1.0,1,324.621,-0.8059999999999999,234.8086,-56.44064,0.243395151,4.85E-15,4.108545287,-8.18e-14,*,3.536,7.95E+05,11475.166986591,-8.18e-14
B1610-50,J1614-5048,1,49803.0,16,6460.0,80,9.7,0.2,332.20599999999996,0.172,243.54703999999998,-50.80097,0.231693836,4.95E-13,4.316040583,-9.22e-12,-1.60E-21,5.148,7.42E+03,27881.62216618,-8.943399999999999e-11
B1610-50,J1614-5048,2,53013.0,24,6242.0,37,9.14,0.04,332.20599999999996,0.172,243.54703999999998,-50.80097,0.231693836,4.95E-13,4.316040583,-9.22e-12,-1.60E-21,5.148,7.42E+03,26940.725319086003,-8.42708e-11
B1610-50,J1614-5048,3,55734.0,2,4098.0,3,3.0,1,332.20599999999996,0.172,243.54703999999998,-50.80097,0.231693836,4.95E-13,4.316040583,-9.22e-12,-1.60E-21,5.148,7.42E+03,17687.134309134002,-2.7659999999999998e-11
J1617-5055,J1617-5055,2,54747.0,7,334.0,3,9.0,11,332.499,-0.275,244.3721,-50.92033,0.069356847,1.35E-13,14.4181871,-2.81e-11,*,4.743,8.13E+03,4815.6744914,-2.529e-10
J1617-5055,J1617-5055,3,55164.0,9,11.0,2,0.8,0.6,332.499,-0.275,244.3721,-50.92033,0.069356847,1.35E-13,14.4181871,-2.81e-11,*,4.743,8.13E+03,158.6000581,-2.248e-11
J1617-5055,J1617-5055,4,55316.0,6,68.0,2,2.2,0.6,332.499,-0.275,244.3721,-50.92033,0.069356847,1.35E-13,14.4181871,-2.81e-11,*,4.743,8.13E+03,980.4367228000001,-6.182e-11
J1617-5055,J1617-5055,5,55873.0,11,55.0,2,1.1,0.6,332.499,-0.275,244.3721,-50.92033,0.069356847,1.35E-13,14.4181871,-2.81e-11,*,4.743,8.13E+03,793.0002905,-3.091e-11
J1617-5055,J1617-5055,6,56267.0,6,2068.0,2,13.2,0.7,332.499,-0.275,244.3721,-50.92033,0.069356847,1.35E-13,14.4181871,-2.81e-11,*,4.743,8.13E+03,29816.810922800003,-3.7091999999999995e-10
B1641-45,J1644-4559,1,43390.0,63,191.0,1,2.0,1,339.19300000000004,-0.195,251.205304,-45.986031,0.455078202,2.01E-14,2.197424522,-9.7e-14,4.33E-24,4.5,3.59E+05,419.708083702,-1.94e-13
B1641-45,J1644-4559,2,46453.0,35,803.6,0.1,0.5,0.3,339.19300000000004,-0.195,251.205304,-45.986031,0.455078202,2.01E-14,2.197424522,-9.7e-14,4.33E-24,4.5,3.59E+05,1765.8503458792,-4.85e-14
B1641-45,J1644-4559,3,47589.0,4,1.61,0.04,1.1,0.1,339.19300000000004,-0.195,251.205304,-45.986031,0.455078202,2.01E-14,2.197424522,-9.7e-14,4.33E-24,4.5,3.59E+05,3.53785348042,-1.0670000000000001e-13
B1641-45,J1644-4559,4,56600.0,14,717.4,0.3,0.4,0.5,339.19300000000004,-0.195,251.205304,-45.986031,0.455078202,2.01E-14,2.197424522,-9.7e-14,4.33E-24,4.5,3.59E+05,1576.4323520828,-3.88e-14
B1643-43,J1646-4346,1,53876.0,73,885.0,5,1.5,0.4,341.105,0.968,251.7137,-43.7772,0.231603329,1.13E-13,4.317727224,-2.1e-12,*,6.226,3.25E+04,3821.1885932400005,-3.15e-12
B1643-43,J1646-4346,2,55288.0,7,8591.0,6,16.0,9,341.105,0.968,251.7137,-43.7772,0.231603329,1.13E-13,4.317727224,-2.1e-12,*,6.226,3.25E+04,37093.594581384,-3.36e-11
J1650-4502,J1650-4502,1,57778.0,8,12767.0,2,290.0,80,340.559,-0.35100000000000003,252.6346,-45.0437,0.380869799,1.61E-14,2.625569163,-1.11e-13,*,3.918,3.76E+05,33520.641504021005,-3.219e-11
J1702-4128,J1702-4128,1,57719.0,6,3090.0,1,10.0,2,344.744,0.12300000000000001,255.71882999999997,-41.480059999999995,0.182135803,5.23E-14,5.490408716,-1.58e-12,3.10E-24,3.967,5.51E+04,16965.36293244,-1.58e-11
J1702-4310,J1702-4310,1,53943.0,169,4810.0,104,17.0,13,343.352,-0.852,255.6123,-43.1778,0.240523865,2.24E-13,4.157591601,-3.87e-12,4.50E-23,4.326,1.70E+04,19998.01560081,-6.579e-11
J1702-4310,J1702-4310,2,57510.0,10,3129.0,4,5.0,2,343.352,-0.852,255.6123,-43.1778,0.240523865,2.24E-13,4.157591601,-3.87e-12,4.50E-23,4.326,1.70E+04,13009.104119529,-1.9350000000000003e-11
B1702-19,J1705-1906,1,48902.0,1,0.4,0.1,1.0,1,3.1889999999999996,13.026,256.400416,-19.11073,0.298987427,4.14E-15,3.344622243,-4.63e-14,3.34E-26,0.747,1.14E+06,1.3378488972,-4.63e-14
J1705-3423,J1705-3423,1,51956.0,1,0.59,0.04,1.0,1,350.721,3.975,256.426508,-34.395309999999995,0.255426776,1.08E-15,3.915016338,-1.65e-14,0.00E+00,3.843,3.76E+06,2.30985963942,-1.65e-14
J1705-3423,J1705-3423,2,54408.0,2,0.57,0.04,3.0,1,350.721,3.975,256.426508,-34.395309999999995,0.255426776,1.08E-15,3.915016338,-1.65e-14,0.00E+00,3.843,3.76E+06,2.23155931266,-4.95e-14
J1705-3423,J1705-3423,3,55503.0,1,0.6,0.1,5.0,1,350.721,3.975,256.426508,-34.395309999999995,0.255426776,1.08E-15,3.915016338,-1.65e-14,0.00E+00,3.843,3.76E+06,2.3490098028,-8.25e-14
J1705-3950,J1705-3950,1,58236.0,14,9331.0,6,61.0,11,346.341,0.718,256.37433,-39.8497,0.318941483,6.06E-14,3.135371383,-5.96e-13,*,3.426,8.34E+04,29256.150374773,-3.6356e-11
B1706-44,J1709-4429,1,48775.0,15,2057.0,2,4.0,0.1,343.098,-2.6860000000000004,257.428033,-44.485622,0.102459246,9.30E-14,9.759978135,-8.86e-12,1.73E-22,2.6,1.75E+04,20076.275023695,-3.544e-11
B1706-44,J1709-4429,2,51488.0,37,1167.0,17,6.2,0.2,343.098,-2.6860000000000004,257.428033,-44.485622,0.102459246,9.30E-14,9.759978135,-8.86e-12,1.73E-22,2.6,1.75E+04,11389.894483545,-5.4932e-11
B1706-44,J1709-4429,3,52716.0,57,2872.0,26,8.0,0.1,343.098,-2.6860000000000004,257.428033,-44.485622,0.102459246,9.30E-14,9.759978135,-8.86e-12,1.73E-22,2.6,1.75E+04,28030.657203720002,-7.088e-11
B1706-44,J1709-4429,4,54710.0,22,2749.7,0.1,4.95,0.01,343.098,-2.6860000000000004,257.428033,-44.485622,0.102459246,9.30E-14,9.759978135,-8.86e-12,1.73E-22,2.6,1.75E+04,26837.011877809502,-4.3857000000000004e-11
1RXS_J1708-4009,J1708-4008,1,51445.0,X,561.0,33,5.0,3,346.481,0.036000000000000004,257.1953,-40.1479,11.0062624,1.96E-11,0.090857365,-1.62e-13,-1.00E-22,3.8,8.90E+03,50.970981765,-8.1e-13
1RXS_J1708-4009,J1708-4008,2,52016.0,X,4202.0,44,620.0,1,346.481,0.036000000000000004,257.1953,-40.1479,11.0062624,1.96E-11,0.090857365,-1.62e-13,-1.00E-22,3.8,8.90E+03,381.78264773,-1.0043999999999999e-10
1RXS_J1708-4009,J1708-4008,3,52990.0,X,308.0,44,0.0,0,346.481,0.036000000000000004,257.1953,-40.1479,11.0062624,1.96E-11,0.090857365,-1.62e-13,-1.00E-22,3.8,8.90E+03,27.98406842,-0.0
1RXS_J1708-4009,J1708-4008,4,53366.0,X,572.0,66,12.0,8,346.481,0.036000000000000004,257.1953,-40.1479,11.0062624,1.96E-11,0.090857365,-1.62e-13,-1.00E-22,3.8,8.90E+03,51.97041278,-1.9439999999999998e-12
1RXS_J1708-4009,J1708-4008,5,53549.0,X,2707.0,99,12.0,12,346.481,0.036000000000000004,257.1953,-40.1479,11.0062624,1.96E-11,0.090857365,-1.62e-13,-1.00E-22,3.8,8.90E+03,245.95088705499998,-1.9439999999999998e-12
1RXS_J1708-4009,J1708-4008,6,53636.0,X,737.0,33,-36.0,3,346.481,0.036000000000000004,257.1953,-40.1479,11.0062624,1.96E-11,0.090857365,-1.62e-13,-1.00E-22,3.8,8.90E+03,66.961878005,5.831999999999999e-12
B1717-16,J1720-1633,1,51169.0,1,1.5,0.2,8.0,3,7.374,11.537,260.10503,-16.5594,1.565601148,5.80E-15,0.638732286,-2.37e-15,7.30E-27,0.988,4.28E+06,0.958098429,-1.896e-14
J1718-3825,J1718-3825,1,54911.0,2,1.94,0.03,-0.12,0.04,348.95099999999996,-0.43200000000000005,259.556521,-38.42168,0.074669921,1.32E-14,13.39227352,-2.37e-12,*,3.488,8.95E+04,25.9810106288,2.8440000000000003e-13
B1718-35,J1721-3532,1,49971.0,2,7.5,0.3,0.3,0.4,351.68699999999995,0.67,260.38658,-35.5471,0.280423859,2.52E-14,3.566030384,-3.2e-13,6.90E-25,4.6,1.76E+05,26.745227879999998,-9.6e-14
J1718-3718,J1718-3718,1,54610.0,244,33250.0,10,6.0,1,349.849,0.21600000000000003,259.5417,-37.315,3.378574253,1.61E-12,0.295982839,-1.41e-13,-9.86E-24,3.918,3.32E+04,9841.42939675,-8.46e-13
B1727-33,J1730-3350,1,48000.0,10,3033.0,8,4.0,6,354.13300000000004,0.09,262.63566000000003,-33.8443,0.139460211,8.48E-14,7.170503981,-4.36e-12,6.19E-23,3.488,2.60E+04,21748.138574373002,-1.744e-11
B1727-33,J1730-3350,2,52107.0,19,3202.0,1,5.9,0.1,354.13300000000004,0.09,262.63566000000003,-33.8443,0.139460211,8.48E-14,7.170503981,-4.36e-12,6.19E-23,3.488,2.60E+04,22959.953747162002,-2.5724e-11
B1727-33,J1730-3350,3,55908.0,30,2254.0,1,5.3,0.5,354.13300000000004,0.09,262.63566000000003,-33.8443,0.139460211,8.48E-14,7.170503981,-4.36e-12,6.19E-23,3.488,2.60E+04,16162.315973174002,-2.3108e-11
B1727-47,J1731-4744,1,49387.2,0.1,137.0,1,1.5,0.4,342.565,-7.669,262.92567,-47.743406,0.829828785,1.64E-13,1.205067862,-2.38e-13,5.60E-24,0.7,8.04E+04,165.09429709399998,-3.57e-13
B1727-47,J1731-4744,2,50718.1,0.1,4.4,0.2,4.0,1,342.565,-7.669,262.92567,-47.743406,0.829828785,1.64E-13,1.205067862,-2.38e-13,5.60E-24,0.7,8.04E+04,5.3022985928,-9.52e-13
B1727-47,J1731-4744,3,52472.7,0.02,126.4,0.3,3.4,0.2,342.565,-7.669,262.92567,-47.743406,0.829828785,1.64E-13,1.205067862,-2.38e-13,5.60E-24,0.7,8.04E+04,152.3205777568,-8.091999999999999e-13
B1727-47,J1731-4744,4,53582.0,6,2.7,0.1,0.2,0.2,342.565,-7.669,262.92567,-47.743406,0.829828785,1.64E-13,1.205067862,-2.38e-13,5.60E-24,0.7,8.04E+04,3.2536832274,-4.76e-14
J1734-3333,J1734-3333,1,56340.0,4,90.0,10,1.0,1,354.819,-0.433,263.6121,-33.556,1.169340685,2.28E-12,0.855182765,-1.67e-12,2.80E-24,4.461,8.13E+03,76.96644885,-1.67e-12
B1736-29,J1739-2903,1,46965.0,1,3.3,0.2,1.7,1,359.20599999999996,1.064,264.892883,-29.05061,0.322886477,7.87E-15,3.097063736,-7.55e-14,6.30E-26,2.911,6.50E+05,10.2203103288,-1.2834999999999998e-13
B1737-30,J1740-3015,1,46991.0,19,421.0,4,3.4,0.2,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,693.704529146,-4.318e-12
B1737-30,J1740-3015,2,47289.0,7,31.0,5,11.0,12,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,51.080381005999996,-1.3970000000000001e-11
B1737-30,J1740-3015,3,47337.0,27,7.0,4,3.0,12,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,11.534279582,-3.81e-12
B1737-30,J1740-3015,4,47466.0,8,26.0,2,0.0,3,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,42.841609876,-0.0
B1737-30,J1740-3015,5,47670.22,0.01,600.0,1,3.0,1,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,988.6525356,-3.81e-12
B1737-30,J1740-3015,6,48158.0,1,10.0,1,12.0,2,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,16.47754226,-1.524e-11
B1737-30,J1740-3015,7,48191.69,0,659.0,7,57.0,13,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,1085.870034934,-7.239000000000001e-11
B1737-30,J1740-3015,8,48218.0,2,48.0,10,8.0,12,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,79.092202848,-1.016e-11
B1737-30,J1740-3015,9,48431.3,0.4,16.0,2,3.0,2,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,26.364067616,-3.81e-12
B1737-30,J1740-3015,10,49047.5,0.5,17.0,1,2.0,1,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,28.011821842,-2.54e-12
B1737-30,J1740-3015,11,49239.07,0.02,169.7,0.2,1.3,0.2,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,279.62389215219997,-1.6510000000000001e-12
B1737-30,J1740-3015,12,49459.0,2,10.0,1,2.0,1,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,16.47754226,-2.54e-12
B1737-30,J1740-3015,13,49542.3,0.1,6.0,1,1.0,1,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,9.886525356,-1.27e-12
B1737-30,J1740-3015,14,50574.83,0.01,442.5,0.3,2.4,0.1,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,729.131245005,-3.048e-12
B1737-30,J1740-3015,15,50939.0,6,1444.0,1,1.8,0.1,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,2379.357102344,-2.286e-12
B1737-30,J1740-3015,16,51685.0,21,0.7,0.4,0.1,0.1,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,1.1534279582,-1.2700000000000001e-13
B1737-30,J1740-3015,17,51827.0,2,0.9,0.3,0.1,0.2,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,1.4829788034,-1.2700000000000001e-13
B1737-30,J1740-3015,18,52048.0,9,2.0,3,1.0,2,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,3.295508452,-1.27e-12
B1737-30,J1740-3015,19,52245.0,2,4.0,1,-1.0,2,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,6.591016904,1.27e-12
B1737-30,J1740-3015,20,52266.0,0.2,16.0,1,-3.0,1,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,26.364067616,3.81e-12
B1737-30,J1740-3015,21,52346.6,0.1,158.0,0.4,1.0,1,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,260.345167708,-1.27e-12
B1737-30,J1740-3015,22,52576.0,3,0.9,0.2,-0.1,0.1,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,1.4829788034,1.2700000000000001e-13
B1737-30,J1740-3015,23,52779.7,0.04,1.7,0.2,-0.1,0.2,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,2.8011821842,1.2700000000000001e-13
B1737-30,J1740-3015,24,52858.78,0.03,18.6,0.3,1.4,0.4,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,30.648228603600003,-1.7779999999999999e-12
B1737-30,J1740-3015,25,52942.5,0.1,20.2,0.2,1.5,0.3,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,33.284635365199996,-1.905e-12
B1737-30,J1740-3015,26,53023.52,0,1850.9,0.3,2.4,0.4,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,3049.8282969034003,-3.048e-12
B1737-30,J1740-3015,27,53473.56,1,0.8,0.2,0.2,0.2,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,1.3182033808,-2.5400000000000003e-13
B1737-30,J1740-3015,28,54450.19,0.01,45.9,0.3,4.0,1,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,75.63191897339999,-5.08e-12
B1737-30,J1740-3015,29,54695.19,0.02,3.0,0.2,1.0,0,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,4.943262678,-1.27e-12
B1737-30,J1740-3015,30,54810.9,0.1,5.2,0.3,1.0,0,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,8.5683219752,-1.27e-12
B1737-30,J1740-3015,31,54928.6,0.1,2.3,0.2,1.0,0,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27e-12,*,0.4,2.06E+04,3.7898347197999995,-1.27e-12
